序號	單元	答案	題目
838	5	2	個人參加海報大賽，如果利用老師給我的建議來設計這張海報，請問這張海報的著作權是歸誰享有？(1)歸老師享有，因為是老師的點子(2)歸我享有，因為著作權法是保護著作的表達，不保護觀念、構想，由他人提供點子而自行創作之海報，著作權當然屬於我的(3)歸老師和我共有(4)雙方都沒有享有著作權。
839	5	1	下列關於「著作權法」的敘述，何者錯誤？(1)以中央或地方機關或公法人之名義公開發表之著作，縱然在合理範圍內，也不得重製、公開播送或公開傳輸(2)供個人或家庭為非營利之目的，在合理範圍內，得利用圖書館及非供公眾使用之機器重製已公開發表之著作(3)為報導、評論、教學、研究或其他正當目的之必要，在合理範圍內，得引用已公開發表之著作(4)已公開發表之著作，得為視覺障礙者、聽覺機能障礙者以點字、附加手語翻譯或文字重製之。
840	5	1	商標註冊應向那個機關申請？(1)經濟部智慧財產局(2)經濟部商業司(3)經濟部國際貿易局(4)經濟部工業局。
841	5	4	根據「著作權法」，下列那一項不能稱為著作？(1)語文著作、音樂著作(2)戲劇、舞蹈著作(3)美術著作、攝影著作(4)標語及通用之符號、名詞、公式、數表、表格、簿冊或時曆。
842	5	3	阿國發明了一種自動工作的機器，要向那一個機關申請專利權？(1)財政部國稅局(2)法務部法律事務司(3)經濟部智慧財產局(4)勞動部。
843	5	1	從網路下載圖片，然後在上面加一些圖形或文字做成海報，這樣會侵害著作權法的那一項？(1)重製權(2)姓名表示權(3)著作人格權(4)公開口述權。
844	5	4	販賣未經授權而自行燒錄的歌曲大補帖或MP3，違反了什麼法律？(1)專利權法(2)商標法(3)公平交易法(4)著作權法。
845	5	2	下列關於從網路上下載電影及音樂檔的描述，何者正確？(1)我的P2P軟體是合法軟體，所以使用P2P軟體下42載檔案就不違法(2)應仔細看清楚授權方式，勿侵犯智慧財產權(3)不要隨意散播下載到的檔案，就不違法(4)只要加入該網站付費會員，下載的所有檔案就是合法的。
846	5	2	「社交工程(social engineering)」是一種利用下列何種特性所發展出來的攻擊手法？(1)通訊協定的弱點(2)人際互動與人性弱點(3)作業系統的漏洞(4)違反資料機密性(Confidentiality)的要求。
847	5	4	對於政府所推廣的「綠建築推動方案」，下列何者不是主要的綠建築指標？(1)減廢(2)生態(3)節能(4)開源。
848	5	2	下列何者不是認定「綠建材」的特性要求？(1)生態材料，降低能源消耗(2)設計品質，節省建築成本(3)回收再使用，減少資源消耗(4)健康安全，避免影響人體健康。
849	5	1	下列那一類型的建築，不符合綠建築的精神要求？(1)城市光廊(2)太陽能屋頂(3)濕地保育工程(4)頂樓空中花園。
850	5	3	下列關於「創用CC(Creative Commons)」的敘述，何者有誤?(1)只要遵守「姓名標示」要求，利用人非商業性的重製、轉載、引用等行為，都無須另外取得授權(2)左圖代表著作人希望保留著作商業利用權利，允許改作，但改作後衍生著作也要採取同樣的創用CC授權(3)可另外限制使用對象、地域及時間(4)只要受著作權保護的著作，就可採用創用CC授權，而電腦程式則較適合採用GNU GPL。
851	5	3	聽演講時沒有經過演講人的同意就錄音，可能觸犯下列那一種法？(1)專利法(2)商標法(3)著作權法(4)公平交易法。
852	5	3	目前我國的環保產品分類所依循的國際標準是那一個？(1)ISO 9000(2)ISO 27001(3)ISO 14020(4)ISO 17025。
853	5	4	下列關於「酸雨」的敘述，何者不正確？(1)雨水的酸鹼值低於5.0(2)汽機車排放廢氣是主要元凶之一(3)最有效的酸雨防制，就是控制二氧化硫的排放(4)使用火力發電廠發電，可以降低酸雨的產生。
854	5	4	下列關於「紫外線」的敘述，何者不正確？(1)環保署將台灣地區紫外線指數分成0-15級(2)太陽所輻射的電磁波中就包含紫外線(3)大氣層中的臭氧層是吸收太陽紫外線的主角(4)所有的紫外線都會造成人體傷害，所以必須拒絕與紫外線的接觸。
855	5	2	世界地球日(Earth Day)提醒大家為保護地球盡一分心力，是每年的幾月幾日？(1)3月8日(2)4月22日(3)5月13日(4)6月4日。
856	5	1	台灣的環保標章是個像葉子的綠色圖案，下列何者不是它所代表的意義？(1)低成本(2)可回收(3)低污染(4)省能源。
857	5	13	有關新版個人資料保護法(2012年通過)的描述，下列哪些是正確的？(1)舊版名稱為電腦處理個人資料保護法(2)保護範圍是經電腦處理之個人資料(3)適用於所有行業(4)單一事實理賠總額最高至2000萬元。
858	5	124	個人資料保護法(2012年通過)主要是從下列哪些層面來規範個資的使用範圍？(1)處理：當個資蒐集之特定目的消失或是期滿時，應主動刪除和停止處理或利用該個人資料(2)蒐集：向當事人蒐集個人資料時，應明確告知使用的範圍及目的(3)使用：僅適用於以電腦中的個人數位資料，盡到告知使用的義務(4)利用：只可在執行法定之職務及特定蒐集目的必要範圍內進行。
859	5	23	對於網友時常運用人肉搜索的舉動，下列哪些行為有觸犯個人資料保護法的問題？(1)基於興趣或是討公道等原因，在網路上發動人肉搜索，但這些資料是當事人主動公開的(2)個資是因為熟人看到，未經當事人同意即自行貼出(3)整理成懶人包的熱心網友，而將他人的資料公佈到網路上(4)經由搜尋引擎所蒐集到的個資。
860	5	23	當公共場合攝影或是行車記錄器拍到他人時，下列哪些行為有觸犯個資法的問題？(1)單純為了個人或家庭活動，即不用隨身準備同意書請入鏡者填寫(2)額外加上足以識別該人物的個人資料，就不必一一的去向照片入鏡者，告知照片使用範圍及使用目的(3)車牌所有人不代表就是當下的駕駛人，不牽涉到個資法問題(4)入鏡的旁人一一以馬賽克處理。
861	5	24	下列哪些行為可能違反了個資法？(1)購物網站將個資以嚴謹的加密技術來處理導致處理速度變慢(2)把畢業紀念冊交給認識的補習班導師作為電話招生之用(3)以問卷所得之資料加以統計分析再公佈在個人部落格上(4)善用開設網站的資源，未經客戶同意之下，逕行利用客戶電話來推銷產品。
862	5	1	專利權的期間屆滿後：(1)任何人均可自由利用該專利(2)只要付錢給著委會就可以利用該專利(3)還是要徵得專利權人同意(4)向中央標準局申請再延長年限。
863	5	14	下列哪些方法可以防範在網路上洩漏個人資料？(1)使用複雜的加密方法(2)將密碼或是足以識別個人身份的機密資料儲存在雲端儲存服務中(3)以電子郵件來傳送使用者帳號和密碼(4)以Web開啟郵件但不開啟來路不明的附件。
864	5	12	有關著作權的「創用CC」概念，下列哪些描述有誤？(1)指 Creative Commons 所發佈的私人授權條款(2)是一個營利組織，發佈一套眾人可以使用，以保護創作者的授權機制(3)在遵守授權條款的前提之下，所有人都可以自由的重製、散佈與利用這項著作(4)依標示可以不用再取得著作權人的同意，即可使用。
865	5	34	下列哪些「創用CC」授權要素的描述是錯誤的？(1)要求標示姓名(2)不可用在商業用途(3)以相同方式來分享(4)禁止改作。
866	5	123	如果網站上標示了創用CC符號，即表示我們必須符合下列哪些條件，才能自由使用？(1)利用人依指定的方式標示姓名(2)取得另外授權後可作商業用途的著作分享(3)著作不可進行任何目的之修改(4)基於「相同方式分享」的限制，改作後的衍生著作也必須採用與原著作相同的創用 CC 授權條款。
867	5	34	創作者希望原著作的衍生著作，可以採用同樣的授權方式，以擴大網路資源共享的型式來散佈其著作，下列哪個創用CC符號能滿足創作者的需求？ 【選項請見附圖】。
868	5	12	某老師為畢業典禮編織了感人曲譜，但其歌詞取自某部落格有標示的新詩，下列哪些作法並未違反授權條款？(1)標示作詞及作曲者姓名，以分發給校友使用(2)標示作詞及作曲者姓名後，將演唱錄音放上學校網路，並聲明如需下載請來信詢問(3)標示作詞及作曲者姓名、符號之後，免費供人下載(4)標示作詞及作曲者姓名、，放在學校首頁供免費下載。 【選項圖片請見附圖】
869	5	14	下列關於創用CC的使用描述，哪些是正確的？(1)只有對作品享有著作權的人，才可以將著作以創用CC授權釋出(2)以創用CC授權的中文網站，僅限於華人在授權的範圍內(3)著作權人得依創作價值的增加，於事後變更所採用的創用CC授權條款(4)違反授權條件的使用，若構成法律上的「合理使用」，利用人的自由不會因為著作權人的授權條件設定而受到影響。
870	5	124	某購物網站推出某款遊戲機降價活動，因員工疏忽將價格15,000元標示成1,500元。某消費者見機下標訂購。結標後購物網站主張撤銷買賣契約，但是消費者則主張雙方買賣契約是有效的。依公平交易法之規定，對此案件之陳述哪些是正確的？(1)購物網站將造成廣告不實之行政責任(2)購物網站陳列商品資訊為「要約」，當消費者點選購買確認鍵之行為即為承諾，故雙方買賣契約成立(3)衡量雙方的利益損失，購物網站得撤銷其錯誤意思表示(4)避免廣告內容涉有虛偽不實或引人錯誤情事，而有違反公平交易法之規定。
871	5	24	下列哪些作為違反了著作權？(1)不知情的情形下，代為複製未經他人授權的著作(2)知情的情形下，代為複製未經他人授權的著作(3)複製具 【請見附圖】 標示的著作(4)未經過演講人同意就逕行錄音。
872	5	1234	線上購物網站若不小心遭到駭客截取會員資料，可以用哪些方式來通知當事人？(1)紙本信件(2)簡訊(3)電子郵件(4)傳真。 
873	5	1	公司可否在週六下午播放二輪國片給員工免費觀賞作為員工福利？(1)可以，但要付錢給該國片的權利人(2)可以，但要付錢給著作權委員會(3)可以，且不必付錢(4)不可以。
874	5	13	若因企業將個資外洩而造成當事人損害，可以進行求償的時限為何？(1)損害發生起5年內(2)損害發生起10年內(3)得知受損害的2年內(4)得知受損害的5年內。 
875	5	13	下列哪些行為有觸犯著作權法的疑慮？(1)抓取政府部門公開在網頁上的圖形，並貼製在自己的網頁上(2)複製具標示的光碟供自己使用，但沒有販賣行為(3)將網路上搜尋到的音樂，轉寄給朋友使用(4)為廣結善緣，將標示的歌曲，於提供著作人姓名後，放在網路上供他人自由下載。 【題目圖片請見附圖】
876	5	123	運用網路抓取的圖片來組合印製具特色的T-Shirt，再於網路上拍賣這種做法可能觸犯什麼法律?(1)個人資料保護法(2)商標法(3)著作權法(4)專利法
877	5	14	下列關於著作權的敘述，哪些是正確的?(1)存續期間等於著作人的生存期間加上其死亡後50年(2)只是上網瀏覽他人發布的各式影音，不會違反著作權(3)某打工同學聽從老闆的指示在拍賣網站上拍賣盜版軟體，責任在老闆，不在同學(4)經同意後，錄製他人的演講內容，其著作權仍屬於演講者。
878	5	123	網路商家為了保障消費者隱私權，將可採用下列哪些做法？(1)使用SSL安全機制進行安全加解密處理(2)詳述個人資料的使用範圍與原則(3)標示哪些是必填欄位，非必填欄位則讓使用者可選擇性輸入(4)與其他網路業者建立共用會員資料庫，方便消費者一次登入即可在不同的網路商店購物。 
879	5	14	下列關於智慧財產權的敘述，哪些是正確的？(1)小明說這個多媒體影音是我做的，著作權即屬於我的(2)小華說這項加密技術是我做的，雖然沒有向智慧財產局申請，但專利仍屬於我的(3)小強說這個Logo掛在我所架設的網站多年，商標權即屬於我的(4)小惠說我只是拿顧客訂單來分析熱賣商品，並未公佈個人資料，故沒有違反個資法。 
880	5	24	小旋上網搜集下列哪些資料，加以延伸整理作為個人部落格的內容，而未違法？(1)拍賣網站上的蟠龍花瓶(2)有標示 【請見附圖】 的網站(3)搜尋引擎上找到的圖片(4)銀行網站上的匯率資料。 
881	5	124	下列哪些問題侵犯了個人隱私權？(1)運用Cookie來收集他人未授權的個資(2)販賣問卷上的個人基本資料(3)散佈過時或錯誤的資訊，導致使用者做錯誤的決策(4)散播電腦病毒來竊取E-Mail帳號。 
